Pit,Collector number,Species,Sex,Age,Total length (mm),Tail (mm),Hind foot (mm),Ear (mm),Weight (g),Embryos,Testis weight (mg),SV weight (mg),Fight Wounds,Notes,Person taking Measurements,
U3,MWN 2877,Mus musculus,female,a,179,86,18,13,22,PAR,,,,,DNM,
U3,MWN 2878,Mus musculus,female,a,133+,42+,18,13,23,"1R 0L, 18 mm",,,,,DNM,
U3,MWN 2879,Mus musculus,female,a,139+,50+,17,13,28,"3R 0L, 23 mm",,,,,DNM,
U3,MWN 2880,Mus musculus,female,a,132+,46+,17,13,18,PAR,,,,,DNM,
U3,MWN 2881,Mus musculus,female,a,142+,51+,18,13,19,PAR,,,,,DNM,
U3,MWN 2882,Mus musculus,female,a,140+,53+,17,13,19,"3R 2L, 1 mm",,,,,DNM,
U3,MWN 2883,Mus musculus,male,a,151+,61+,18,12,24,,53,57,,,DNM,
U3,MWN 2884,Mus musculus,female,a,163+,78+,16,13,20,PAR,,,,light belly,DNM,
U3,MWN 2885,Mus musculus,male,a,140+,51+,18,13,21,,51,53,,white spot on belly,DNM,
U3,MWN 2886,Mus musculus,female,a,159+,74+,16,13,20,PAR,,,+,,DNM,
U3,MWN 2887,Mus musculus,male,a,134+,46+,18,12,24,,45,86,+,some abnormal sperm,DNM,
U3,MWN 2888,Mus musculus,female,a,150+,61+,18,13,23,PAR,,,,,DNM,
U3,MWN 2889,Mus musculus,female,a,139+,49+,16,12,20,"2R 4L, 2 mm",,,,,DNM,
U3,MWN 2890,Mus musculus,female,a,149+,63+,17,13,20,"7R 1L, 8 mm",,,,light belly,DNM,
U3,MWN 2891,Mus musculus,female,a,159+,62+,19,13,31,"0R 3L, 19 mm",,,,,DNM,
U3,MWN 2892,Mus musculus,female,a,149+,61+,16,13,22,"3R 3L, 10 mm",,,,light belly,DNM,
U3,MWN 2893,Mus musculus,female,a,170+,76+,18,13,24,PAR,,,,,DNM,
U3,MWN 2894,Mus musculus,female,a,142+,61+,16,13,17,PAR,,,,,DNM,
U3,MWN 2895,Mus musculus,female,a,160+,63+,18,13,25,PAR,,,,,DNM,
U3,MWN 2896,Mus musculus,female,a,150+,60+,17,13,19,PAR,,,,,DNM,
U3,MWN 2897,Mus musculus,female,a,177+,79+,18,13,24,PAR,,,,,DNM,
U3,MWN 2898,Mus musculus,female,a,145+,56+,17,13,21,PAR,,,,light belly,DNM,
U3,MWN 2899,Mus musculus,female,a,142+,47+,18,13,22,PAR,,,,,DNM,
U3,MWN 2900,Mus musculus,female,a,127+,36+,16,13,22,PAR,,,,,DNM,
U3,MWN 2901,Mus musculus,female,a,164+,73+,17,13,21,"2R 3L, 4 mm",,,,,DNM,
U3,MWN 2902,Mus musculus,female,a,155+,59+,18,13,26,"1R atrophied, 1L, 11 mm",,,,,DNM,
U3,MWN 2903,Mus musculus,female,a,170+,78+,17,14,22,PAR,,,,,DNM,
U3,MWN 2904,Mus musculus,female,a,139+,49+,18,12,22,PAR,,,,,DNM,
U3,MWN 2905,Mus musculus,female,a,145+,66+,16,12,18,PAR,,,,,DNM,
U3,MWN 2906,Mus musculus,female,a,147+,57+,17,12,22,"0R 1L, 19 mm",,,,,DNM,
U3,MWN 2907,Mus musculus,female,a,147+,57+,17,13,20,PAR,,,,,DNM,
U3,MWN 2908,Mus musculus,female,a,155+,61+,18,13,23,PAR,,,,,DNM,
U3,MWN 2909,Mus musculus,female,a,145+,58+,18,13,20,"3R 2L, 1 mm",,,,light belly,DNM,
U3,MWN 2910,Mus musculus,female,a,162+,66+,18,13,36,"2R 3L, 20 mm",,,,,DNM,
U3,MWN 2911,Mus musculus,female,a,169+,76+,18,13,24,PAR,,,,,DNM,
U3,MWN 2912,Mus musculus,female,a,157+,67+,18,13,20,"1R atrophied, 0L",,,,,DNM,
U3,MWN 2913,Mus musculus,female,a,149+,60+,17,13,29,"3R 2L, 19 mm",,,,,DNM,
U3,MWN 2914,Mus musculus,female,a,123+,46+,16,12,24,"2R 2L, 19 mm",,,,,DNM,
U3,MWN 2915,Mus musculus,male,a,135+,55+,17,13,20,,56,53,++,,DNM,
U3,MWN 2916,Mus musculus,female,a,143+,49+,19,13,26,PAR,,,,,DNM,
U3,MWN 2917,Mus musculus,male,a,139+,52+,18,12,19,,51,53,++,,DNM,
U3,MWN 2918,Mus musculus,female,a,143+,51+,18,13,23,"1R 0L, 2 mm",,,,,DNM,
U3,MWN 2919,Mus musculus,male,a,142+,62+,16,12,13,,41,30,,,DNM,
U3,MWN 2920,Mus musculus,female,a,123+,44+,17,13,18,PAR,,,,,DNM,
U3,MWN 2921,Mus musculus,male,a,139+,55+,17,13,19,,108,65,,,DNM,
U3,MWN 2922,Mus musculus,female,a,140+,47+,17,13,25,PAR,,,,light belly,DNM,
U3,MWN 2923,Mus musculus,male,a,137+,60+,17,12,16,,45,70,,light belly,DNM,
U3,MWN 2924,Mus musculus,female,a,172+,83+,17,13,23,PAR,,,,light belly,DNM,
U3,MWN 2925,Mus musculus,male,a,143+,57+,18,13,21,,61,82,+,,DNM,
U3,MWN 2926,Mus musculus,female,a,162+,71+,17,13,26,"0R 1L, 17 mm",,,,,DNM,
U3,MWN 2927,Mus musculus,male,a,129+,48+,16,10+,15,,49,40,++,,DNM,
U3,MWN 2928,Mus musculus,female,a,148+,63+,17,12,20,"4R 1L, 6 mm",,,,,DNM,
U3,MWN 2929,Mus musculus,male,a,132+,51+,16,12,16,,44,31,,,DNM,
U3,MWN 2930,Mus musculus,female,a,162+,72+,17,13,25,"4R 3L, 5 mm",,,,,DNM,
U3,MWN 2931,Mus musculus,female,a,144+,59+,17,11,21,PAR,,,,growth near genitals,DNM,
U3,MWN 2932,Mus musculus,female,a,156+,64+,18,13,23,PAR,,,,,DNM,
U3,MWN 2933,Mus musculus,female,a,127+,45+,17,12,17,PAR,,,,,DNM,
U3,MWN 2934,Mus musculus,female,a,123+,38+,17,13,19,PAR,,,,,DNM,
U3,MWN 2935,Mus musculus,female,a,144+,59+,17,14,19,PAR,,,,,DNM,
U3,MWN 2936,Mus musculus,female,a,168+,76+,18,13,24,PAR,,,,light belly,DNM,
U3,MWN 2937,Mus musculus,female,a,127+,41+,17,12,18,PAR,,,,,DNM,
U3,MWN 2938,Mus musculus,female,a,146+,62+,17,12,19,PAR,,,+,growth on lower left hind leg,DNM,
U3,MWN 2939,Mus musculus,female,a,143+,62+,18,13,18,PAR,,,,,DNM,
U3,MWN 2940,Mus musculus,female,a,139+,58+,17,12,18,PAR,,,,,DNM,
U3,MWN 2941,Mus musculus,female,a,148+,63+,18,13,21,PAR,,,,,DNM,
U3,MWN 2942,Mus musculus,female,a,161+,69+,18,14,24,PAR,,,,growth on left ovary,DNM,
U3,MWN 2943,Mus musculus,female,a,170+,76+,18,14,26,"0R 1L, 8 mm",,,,,DNM,
U3,MWN 2944,Mus musculus,female,a,145+,62+,16,12,17,"0R 1L, atrophied",,,,light belly,DNM,
U3,MWN 2945,Mus musculus,female,a,169+,74+,19,14,24,PAR,,,,,DNM,
U3,MWN 2946,Mus musculus,female,a,127+,40+,17,13,22,PAR,,,,,DNM,
U3,MWN 2947,Mus musculus,female,a,142+,55+,17,12,18,PAR,,,,,DNM,
,MWN 2948,Mus musculus,female,,,,,,,,,,,,,
,MWN 2949,Mus musculus,female,,,,,,,,,,,,,
,MWN 2950,Mus musculus,female,,,,,,,,,,,,,
U3,MWN 2951,Mus musculus,male,a,149+,72+,17,12,16,,72,36,,,DNM,
,MWN 2952,,female,,,,,,,,,,,,,
,MWN 2953,,male,,,,,,,,,,,,,
,MWN 2954,,,,,,,,,,,,,,,
,MWN 2955,,,,,,,,,,,,,,,
,MWN 2956,,,,,,,,,,,,,,,
,MWN 2957,,,,,,,,,,,,,,,
,MWN 2958,,,,,,,,,,,,,,,
,MWN 2959,,,,,,,,,,,,,,,
,MWN 2960,,,,,,,,,,,,,,,
,MWN 2961,,,,,,,,,,,,,,,
,MWN 2962,,,,,,,,,,,,,,,
,MWN 2963,,,,,,,,,,,,,,,
,MWN 2964,,,,,,,,,,,,,,,
,MWN 2965,,,,,,,,,,,,,,,
,MWN 2966,,,,,,,,,,,,,,,
,MWN 2967,,,,,,,,,,,,,,,
,MWN 2968,,,,,,,,,,,,,,,
,MWN 2969,,,,,,,,,,,,,,,
,MWN 2970,,,,,,,,,,,,,,,
,MWN 2971,,,,,,,,,,,,,,,
,MWN 2972,,,,,,,,,,,,,,,
,MWN 2973,,,,,,,,,,,,,,,
,MWN 2974,,,,,,,,,,,,,,,
,MWN 2975,,,,,,,,,,,,,,,
,MWN 2976,,,,,,,,,,,,,,,
,MWN 2977,,,,,,,,,,,,,,,
,MWN 2978,,,,,,,,,,,,,,,
,MWN 2979,,,,,,,,,,,,,,,
,MWN 2980,,,,,,,,,,,,,,,
,MWN 2981,,,,,,,,,,,,,,,
,MWN 2982,,,,,,,,,,,,,,,
,MWN 2983,,,,,,,,,,,,,,,
,MWN 2984,,,,,,,,,,,,,,,
,MWN 2985,,,,,,,,,,,,,,,
,MWN 2986,,,,,,,,,,,,,,,
,MWN 2987,,,,,,,,,,,,,,,
,MWN 2988,,,,,,,,,,,,,,,
,MWN 2989,,,,,,,,,,,,,,,
,MWN 2990,,,,,,,,,,,,,,,
,MWN 2991,,,,,,,,,,,,,,,
,MWN 2992,,,,,,,,,,,,,,,
,MWN 2993,,,,,,,,,,,,,,,
,MWN 2994,,,,,,,,,,,,,,,
,MWN 2995,,,,,,,,,,,,,,,
,MWN 2996,,,,,,,,,,,,,,,
,MWN 2997,,,,,,,,,,,,,,,
,MWN 2998,,,,,,,,,,,,,,,
,MWN 2999,,,,,,,,,,,,,,,
,MWN 3000,,,,,,,,,,,,,,,
,MWN 3001,,,,,,,,,,,,,,,
,MWN 3002,,,,,,,,,,,,,,,
,MWN 3003,,,,,,,,,,,,,,,
,MWN 3004,,,,,,,,,,,,,,,
,MWN 3005,,,,,,,,,,,,,,,
,MWN 3006,,,,,,,,,,,,,,,
,MWN 3007,,,,,,,,,,,,,,,
,MWN 3008,,,,,,,,,,,,,,,
,MWN 3009,,,,,,,,,,,,,,,
,MWN 3010,,,,,,,,,,,,,,,
,MWN 3011,,,,,,,,,,,,,,,
,MWN 3012,,,,,,,,,,,,,,,
,MWN 3013,,,,,,,,,,,,,,,
,MWN 3014,,,,,,,,,,,,,,,
,MWN 3015,,,,,,,,,,,,,,,
,MWN 3016,,,,,,,,,,,,,,,
,MWN 3017,,,,,,,,,,,,,,,
,MWN 3018,,,,,,,,,,,,,,,
,MWN 3019,,,,,,,,,,,,,,,
,MWN 3020,,,,,,,,,,,,,,,
,MWN 3021,,,,,,,,,,,,,,,
,MWN 3022,,,,,,,,,,,,,,,
,MWN 3023,,,,,,,,,,,,,,,
,MWN 3024,,,,,,,,,,,,,,,
,MWN 3025,,,,,,,,,,,,,,,
,MWN 3026,,,,,,,,,,,,,,,
,MWN 3027,,,,,,,,,,,,,,,
,MWN 3028,,,,,,,,,,,,,,,
,MWN 3029,,,,,,,,,,,,,,,
,MWN 3030,,,,,,,,,,,,,,,
,MWN 3031,,,,,,,,,,,,,,,
,MWN 3032,,,,,,,,,,,,,,,
,MWN 3033,,,,,,,,,,,,,,,
,MWN 3034,,,,,,,,,,,,,,,
,MWN 3035,,,,,,,,,,,,,,,
,MWN 3036,,,,,,,,,,,,,,,
,MWN 3037,,,,,,,,,,,,,,,
,MWN 3038,,,,,,,,,,,,,,,
,MWN 3039,,,,,,,,,,,,,,,
,MWN 3040,,,,,,,,,,,,,,,
,MWN 3041,,,,,,,,,,,,,,,
,MWN 3042,,,,,,,,,,,,,,,
,MWN 3043,,,,,,,,,,,,,,,
,MWN 3044,,,,,,,,,,,,,,,
,MWN 3045,,,,,,,,,,,,,,,
,MWN 3046,,,,,,,,,,,,,,,
,MWN 3047,,,,,,,,,,,,,,,
,MWN 3048,,,,,,,,,,,,,,,
,MWN 3049,,,,,,,,,,,,,,,
,MWN 3050,,,,,,,,,,,,,,,
,MWN 3051,,,,,,,,,,,,,,,
,MWN 3052,,,,,,,,,,,,,,,
,MWN 3053,,,,,,,,,,,,,,,
,MWN 3054,,,,,,,,,,,,,,,
,MWN 3055,,,,,,,,,,,,,,,
,MWN 3056,,,,,,,,,,,,,,,
,MWN 3057,,,,,,,,,,,,,,,
,MWN 3058,,,,,,,,,,,,,,,
,MWN 3059,,,,,,,,,,,,,,,
,MWN 3060,,,,,,,,,,,,,,,
,MWN 3061,,,,,,,,,,,,,,,
,MWN 3062,,,,,,,,,,,,,,,
,MWN 3063,,,,,,,,,,,,,,,
,MWN 3064,,,,,,,,,,,,,,,
,MWN 3065,,,,,,,,,,,,,,,
,MWN 3066,,,,,,,,,,,,,,,
,MWN 3067,,,,,,,,,,,,,,,
,MWN 3068,,,,,,,,,,,,,,,
,MWN 3069,,,,,,,,,,,,,,,
,MWN 3070,,,,,,,,,,,,,,,
,MWN 3071,,,,,,,,,,,,,,,
,MWN 3072,,,,,,,,,,,,,,,
,MWN 3073,,,,,,,,,,,,,,,
,MWN 3074,,,,,,,,,,,,,,,
,MWN 3075,,,,,,,,,,,,,,,
,MWN 3076,,,,,,,,,,,,,,,
,MWN 3077,,,,,,,,,,,,,,,
,MWN 3078,,,,,,,,,,,,,,,
,MWN 3079,,,,,,,,,,,,,,,
,MWN 3080,,,,,,,,,,,,,,,
,MWN 3081,,,,,,,,,,,,,,,
,MWN 3082,,,,,,,,,,,,,,,
,MWN 3083,,,,,,,,,,,,,,,
,MWN 3084,,,,,,,,,,,,,,,
,MWN 3085,,,,,,,,,,,,,,,
,MWN 3086,,,,,,,,,,,,,,,
,MWN 3087,,,,,,,,,,,,,,,
,MWN 3088,,,,,,,,,,,,,,,
,MWN 3089,,,,,,,,,,,,,,,
,MWN 3090,,,,,,,,,,,,,,,
,MWN 3091,,,,,,,,,,,,,,,
,MWN 3092,,,,,,,,,,,,,,,
,MWN 3093,,,,,,,,,,,,,,,
,MWN 3094,,,,,,,,,,,,,,,
,MWN 3095,,,,,,,,,,,,,,,
,MWN 3096,,,,,,,,,,,,,,,
,MWN 3097,,,,,,,,,,,,,,,
,MWN 3098,,,,,,,,,,,,,,,
,MWN 3099,,,,,,,,,,,,,,,
,MWN 3100,,,,,,,,,,,,,,,
,MWN 3101,,,,,,,,,,,,,,,
,MWN 3102,,,,,,,,,,,,,,,
,MWN 3103,,,,,,,,,,,,,,,
,MWN 3104,,,,,,,,,,,,,,,
,MWN 3105,,,,,,,,,,,,,,,
,MWN 3106,,,,,,,,,,,,,,,
,MWN 3107,,,,,,,,,,,,,,,
,MWN 3108,,,,,,,,,,,,,,,
,MWN 3109,,,,,,,,,,,,,,,
,MWN 3110,,,,,,,,,,,,,,,
,MWN 3111,,,,,,,,,,,,,,,
,MWN 3112,,,,,,,,,,,,,,,
,MWN 3113,,,,,,,,,,,,,,,
,MWN 3114,,,,,,,,,,,,,,,
,MWN 3115,,,,,,,,,,,,,,,
,MWN 3116,,,,,,,,,,,,,,,
,MWN 3117,,,,,,,,,,,,,,,
,MWN 3118,,,,,,,,,,,,,,,
,MWN 3119,,,,,,,,,,,,,,,
,MWN 3120,,,,,,,,,,,,,,,
,MWN 3121,,,,,,,,,,,,,,,
,MWN 3122,,,,,,,,,,,,,,,
,MWN 3123,,,,,,,,,,,,,,,
,MWN 3124,,,,,,,,,,,,,,,
,MWN 3125,,,,,,,,,,,,,,,
,MWN 3126,,,,,,,,,,,,,,,
,MWN 3127,,,,,,,,,,,,,,,
,MWN 3128,,,,,,,,,,,,,,,
,MWN 3129,,,,,,,,,,,,,,,
,MWN 3130,,,,,,,,,,,,,,,
,MWN 3131,,,,,,,,,,,,,,,
,MWN 3132,,,,,,,,,,,,,,,
,MWN 3133,,,,,,,,,,,,,,,
,MWN 3134,,,,,,,,,,,,,,,
,MWN 3135,,,,,,,,,,,,,,,
,MWN 3136,,,,,,,,,,,,,,,
,MWN 3137,,,,,,,,,,,,,,,
,MWN 3138,,,,,,,,,,,,,,,
,MWN 3139,,,,,,,,,,,,,,,
,MWN 3140,,,,,,,,,,,,,,,
,MWN 3141,,,,,,,,,,,,,,,
,MWN 3142,,,,,,,,,,,,,,,
,MWN 3143,,,,,,,,,,,,,,,
,MWN 3144,,,,,,,,,,,,,,,
,MWN 3145,,,,,,,,,,,,,,,
,MWN 3146,,,,,,,,,,,,,,,
,MWN 3147,,,,,,,,,,,,,,,
,MWN 3148,,,,,,,,,,,,,,,
,MWN 3149,,,,,,,,,,,,,,,
,MWN 3150,,,,,,,,,,,,,,,
,MWN 3151,,,,,,,,,,,,,,,
,MWN 3152,,,,,,,,,,,,,,,
,MWN 3153,,,,,,,,,,,,,,,
,MWN 3154,,,,,,,,,,,,,,,
,MWN 3155,,,,,,,,,,,,,,,
,MWN 3156,,,,,,,,,,,,,,,
,MWN 3157,,,,,,,,,,,,,,,
,MWN 3158,,,,,,,,,,,,,,,
,MWN 3159,,,,,,,,,,,,,,,
,MWN 3160,,,,,,,,,,,,,,,
,MWN 3161,,,,,,,,,,,,,,,
,MWN 3162,,,,,,,,,,,,,,,
,MWN 3163,,,,,,,,,,,,,,,
,MWN 3164,,,,,,,,,,,,,,,
,MWN 3165,,,,,,,,,,,,,,,
,MWN 3166,,,,,,,,,,,,,,,
,MWN 3167,,,,,,,,,,,,,,,
,MWN 3168,,,,,,,,,,,,,,,
,MWN 3169,,,,,,,,,,,,,,,
,MWN 3170,,,,,,,,,,,,,,,
,MWN 3171,,,,,,,,,,,,,,,
,MWN 3172,,,,,,,,,,,,,,,
,MWN 3173,,,,,,,,,,,,,,,
,MWN 3174,,,,,,,,,,,,,,,
,MWN 3175,,,,,,,,,,,,,,,
,MWN 3176,,,,,,,,,,,,,,,
,MWN 3177,,,,,,,,,,,,,,,
,MWN 3178,,,,,,,,,,,,,,,
,MWN 3179,,,,,,,,,,,,,,,
,MWN 3180,,,,,,,,,,,,,,,
,MWN 3181,,,,,,,,,,,,,,,
,MWN 3182,,,,,,,,,,,,,,,
,MWN 3183,,,,,,,,,,,,,,,
,MWN 3184,,,,,,,,,,,,,,,
,MWN 3185,,,,,,,,,,,,,,,
,MWN 3186,,,,,,,,,,,,,,,
,MWN 3187,,,,,,,,,,,,,,,
,MWN 3188,,,,,,,,,,,,,,,
,MWN 3189,,,,,,,,,,,,,,,
,MWN 3190,,,,,,,,,,,,,,,
,MWN 3191,,,,,,,,,,,,,,,
,MWN 3192,,,,,,,,,,,,,,,
,MWN 3193,,,,,,,,,,,,,,,
,MWN 3194,,,,,,,,,,,,,,,
,MWN 3195,,,,,,,,,,,,,,,
,MWN 3196,,,,,,,,,,,,,,,
,MWN 3197,,,,,,,,,,,,,,,
,MWN 3198,,,,,,,,,,,,,,,
,MWN 3199,,,,,,,,,,,,,,,
,MWN 3200,,,,,,,,,,,,,,,
,MWN 3201,,,,,,,,,,,,,,,
,MWN 3202,,,,,,,,,,,,,,,
,MWN 3203,,,,,,,,,,,,,,,
,MWN 3204,,,,,,,,,,,,,,,
,MWN 3205,,,,,,,,,,,,,,,
,MWN 3206,,,,,,,,,,,,,,,
,MWN 3207,,,,,,,,,,,,,,,
,MWN 3208,,,,,,,,,,,,,,,
,MWN 3209,,,,,,,,,,,,,,,
,MWN 3210,,,,,,,,,,,,,,,
,MWN 3211,,,,,,,,,,,,,,,
,MWN 3212,,,,,,,,,,,,,,,
,MWN 3213,,,,,,,,,,,,,,,
,MWN 3214,,,,,,,,,,,,,,,
,MWN 3215,,,,,,,,,,,,,,,
,MWN 3216,,,,,,,,,,,,,,,
,MWN 3217,,,,,,,,,,,,,,,
,MWN 3218,,,,,,,,,,,,,,,
,MWN 3219,,,,,,,,,,,,,,,
,MWN 3220,,,,,,,,,,,,,,,
,MWN 3221,,,,,,,,,,,,,,,
,MWN 3222,,,,,,,,,,,,,,,
,MWN 3223,,,,,,,,,,,,,,,
,MWN 3224,,,,,,,,,,,,,,,
,MWN 3225,,,,,,,,,,,,,,,
,MWN 3226,,,,,,,,,,,,,,,
,MWN 3227,,,,,,,,,,,,,,,
,MWN 3228,,,,,,,,,,,,,,,
,MWN 3229,,,,,,,,,,,,,,,
,MWN 3230,,,,,,,,,,,,,,,
,MWN 3231,,,,,,,,,,,,,,,
,MWN 3232,,,,,,,,,,,,,,,
,MWN 3233,,,,,,,,,,,,,,,
,MWN 3234,,,,,,,,,,,,,,,
,MWN 3235,,,,,,,,,,,,,,,
,MWN 3236,,,,,,,,,,,,,,,
,MWN 3237,,,,,,,,,,,,,,,
,MWN 3238,,,,,,,,,,,,,,,
,MWN 3239,,,,,,,,,,,,,,,
,MWN 3240,,,,,,,,,,,,,,,
,MWN 3241,,,,,,,,,,,,,,,
,MWN 3242,,,,,,,,,,,,,,,
,MWN 3243,,,,,,,,,,,,,,,
,MWN 3244,,,,,,,,,,,,,,,
,MWN 3245,,,,,,,,,,,,,,,
,MWN 3246,,,,,,,,,,,,,,,
,MWN 3247,,,,,,,,,,,,,,,
,MWN 3248,,,,,,,,,,,,,,,
,MWN 3249,,,,,,,,,,,,,,,
,MWN 3250,,,,,,,,,,,,,,,
,MWN 3251,,,,,,,,,,,,,,,
,MWN 3252,,,,,,,,,,,,,,,
,MWN 3253,,,,,,,,,,,,,,,
,MWN 3254,,,,,,,,,,,,,,,
,MWN 3255,,,,,,,,,,,,,,,
,MWN 3256,,,,,,,,,,,,,,,
,MWN 3257,,,,,,,,,,,,,,,
,MWN 3258,,,,,,,,,,,,,,,
,MWN 3259,,,,,,,,,,,,,,,
,MWN 3260,,,,,,,,,,,,,,,
,MWN 3261,,,,,,,,,,,,,,,
,MWN 3262,,,,,,,,,,,,,,,
,MWN 3263,,,,,,,,,,,,,,,
,MWN 3264,,,,,,,,,,,,,,,
,MWN 3265,,,,,,,,,,,,,,,
,MWN 3266,,,,,,,,,,,,,,,
,MWN 3267,,,,,,,,,,,,,,,
,MWN 3268,,,,,,,,,,,,,,,
,MWN 3269,,,,,,,,,,,,,,,
,MWN 3270,,,,,,,,,,,,,,,
,MWN 3271,,,,,,,,,,,,,,,
,MWN 3272,,,,,,,,,,,,,,,
,MWN 3273,,,,,,,,,,,,,,,
,MWN 3274,,,,,,,,,,,,,,,
,MWN 3275,,,,,,,,,,,,,,,
,MWN 3276,,,,,,,,,,,,,,,
,MWN 3277,,,,,,,,,,,,,,,
,MWN 3278,,,,,,,,,,,,,,,
,MWN 3279,,,,,,,,,,,,,,,
,MWN 3280,,,,,,,,,,,,,,,
,MWN 3281,,,,,,,,,,,,,,,
,MWN 3282,,,,,,,,,,,,,,,
,MWN 3283,,,,,,,,,,,,,,,
,MWN 3284,,,,,,,,,,,,,,,
,MWN 3285,,,,,,,,,,,,,,,
,MWN 3286,,,,,,,,,,,,,,,
,MWN 3287,,,,,,,,,,,,,,,
,MWN 3288,,,,,,,,,,,,,,,
,MWN 3289,,,,,,,,,,,,,,,
,MWN 3290,,,,,,,,,,,,,,,
,MWN 3291,,,,,,,,,,,,,,,
,MWN 3292,,,,,,,,,,,,,,,
,MWN 3293,,,,,,,,,,,,,,,
,MWN 3294,,,,,,,,,,,,,,,
,MWN 3295,,,,,,,,,,,,,,,
,MWN 3296,,,,,,,,,,,,,,,
,MWN 3297,,,,,,,,,,,,,,,
,MWN 3298,,,,,,,,,,,,,,,
,MWN 3299,,,,,,,,,,,,,,,
,MWN 3300,,,,,,,,,,,,,,,
,MWN 3301,,,,,,,,,,,,,,,
,MWN 3302,,,,,,,,,,,,,,,
,MWN 3303,,,,,,,,,,,,,,,
,MWN 3304,,,,,,,,,,,,,,,
,MWN 3305,,,,,,,,,,,,,,,
,MWN 3306,,,,,,,,,,,,,,,
,MWN 3307,,,,,,,,,,,,,,,
,MWN 3308,,,,,,,,,,,,,,,
,MWN 3309,,,,,,,,,,,,,,,
,MWN 3310,,,,,,,,,,,,,,,
,MWN 3311,,,,,,,,,,,,,,,
,MWN 3312,,,,,,,,,,,,,,,
,MWN 3313,,,,,,,,,,,,,,,
,MWN 3314,,,,,,,,,,,,,,,
,MWN 3315,,,,,,,,,,,,,,,
,MWN 3316,,,,,,,,,,,,,,,
,MWN 3317,,,,,,,,,,,,,,,
,MWN 3318,,,,,,,,,,,,,,,
,MWN 3319,,,,,,,,,,,,,,,
,MWN 3320,,,,,,,,,,,,,,,
,MWN 3321,,,,,,,,,,,,,,,
,MWN 3322,,,,,,,,,,,,,,,
,MWN 3323,,,,,,,,,,,,,,,
,MWN 3324,,,,,,,,,,,,,,,
,MWN 3325,,,,,,,,,,,,,,,
,MWN 3326,,,,,,,,,,,,,,,
,MWN 3327,,,,,,,,,,,,,,,
,MWN 3328,,,,,,,,,,,,,,,
,MWN 3329,,,,,,,,,,,,,,,
,MWN 3330,,,,,,,,,,,,,,,
,MWN 3331,,,,,,,,,,,,,,,
,MWN 3332,,,,,,,,,,,,,,,
,MWN 3333,,,,,,,,,,,,,,,
,MWN 3334,,,,,,,,,,,,,,,
,MWN 3335,,,,,,,,,,,,,,,
,MWN 3336,,,,,,,,,,,,,,,
,MWN 3337,,,,,,,,,,,,,,,
,MWN 3338,,,,,,,,,,,,,,,
,MWN 3339,,,,,,,,,,,,,,,
,MWN 3340,,,,,,,,,,,,,,,
,MWN 3341,,,,,,,,,,,,,,,
,MWN 3342,,,,,,,,,,,,,,,
,MWN 3343,,,,,,,,,,,,,,,
,MWN 3344,,,,,,,,,,,,,,,
,MWN 3345,,,,,,,,,,,,,,,
,MWN 3346,,,,,,,,,,,,,,,
,MWN 3347,,,,,,,,,,,,,,,
,MWN 3348,,,,,,,,,,,,,,,
,MWN 3349,,,,,,,,,,,,,,,
,MWN 3350,,,,,,,,,,,,,,,
,MWN 3351,,,,,,,,,,,,,,,
,MWN 3352,,,,,,,,,,,,,,,
,MWN 3353,,,,,,,,,,,,,,,
,MWN 3354,,,,,,,,,,,,,,,
,MWN 3355,,,,,,,,,,,,,,,
,MWN 3356,,,,,,,,,,,,,,,
,MWN 3357,,,,,,,,,,,,,,,
,MWN 3358,,,,,,,,,,,,,,,
,MWN 3359,,,,,,,,,,,,,,,
,MWN 3360,,,,,,,,,,,,,,,
,MWN 3361,,,,,,,,,,,,,,,
,MWN 3362,,,,,,,,,,,,,,,
,MWN 3363,,,,,,,,,,,,,,,
,MWN 3364,,,,,,,,,,,,,,,
,MWN 3365,,,,,,,,,,,,,,,
,MWN 3366,,,,,,,,,,,,,,,
,MWN 3367,,,,,,,,,,,,,,,
,MWN 3368,,,,,,,,,,,,,,,
,MWN 3369,,,,,,,,,,,,,,,
,MWN 3370,,,,,,,,,,,,,,,
,MWN 3371,,,,,,,,,,,,,,,
,MWN 3372,,,,,,,,,,,,,,,
,MWN 3373,,,,,,,,,,,,,,,
,MWN 3374,,,,,,,,,,,,,,,
,MWN 3375,,,,,,,,,,,,,,,
,MWN 3376,,,,,,,,,,,,,,,
,MWN 3377,,,,,,,,,,,,,,,
,MWN 3378,,,,,,,,,,,,,,,
,MWN 3379,,,,,,,,,,,,,,,
,MWN 3380,,,,,,,,,,,,,,,
,MWN 3381,,,,,,,,,,,,,,,
,MWN 3382,,,,,,,,,,,,,,,
,MWN 3383,,,,,,,,,,,,,,,
,MWN 3384,,,,,,,,,,,,,,,
,MWN 3385,,,,,,,,,,,,,,,
,MWN 3386,,,,,,,,,,,,,,,
,MWN 3387,,,,,,,,,,,,,,,
,MWN 3388,,,,,,,,,,,,,,,
,MWN 3389,,,,,,,,,,,,,,,
,MWN 3390,,,,,,,,,,,,,,,
,MWN 3391,,,,,,,,,,,,,,,
,MWN 3392,,,,,,,,,,,,,,,
,MWN 3393,,,,,,,,,,,,,,,
,MWN 3394,,,,,,,,,,,,,,,
,MWN 3395,,,,,,,,,,,,,,,
,MWN 3396,,,,,,,,,,,,,,,
